구분,상호,업종,소재지,주소,전화번호,할인내용
4856,작은여우,미용,충주시,충청북도 충주시 천변로 275-1,,3%
4857,장닭,음식,충주시,충청북도 충주시 금제7길 11,043-855-5410,현금지출(영수증)시 5%할인
4858,장미화원,소매,충주시,충청북도 충주시 앙성면 용솔리 81-11,043-854-3898,5%할인
4859,장뻥네탕,음식업,충주시,충청북도 충주시 중앙로 115,043-852-0878,3자녀이상 동행가족 10%다자녀카드 소지자 10%
4860,장뻥네탕,일반음식점,충주시,충청북도 충주시 충인4길 20,043-852-0878,카드소지자 5%할인
4861,장수구들옥돌침대,돌침대,충주시,충청북도 충주시 국원대로 133,043-842-2570,10% 할인
4862,장수네집,음식업,충주시,충청북도 충주시 중앙탑면 중앙탑길 112-5,043-855-3456,카드소지자5%할인
4863,장수네집,일반음식점,충주시,충청북도 충주시 중앙탑면 탑평리 54-4,043-855-3456,5%
4864,장수밥상,음식업,충주시,충청북도 충주시 산척면 충원대로 1677,043-854-1331,카드소지자 5%할인
4865,장수정육점,정육점,충주시,충청북도 충주시 지곡10길43(지현동),043-842-6225,카드소지자 3%할인
4866,장수청과,과일,충주시,충청북도 충주시 행정10길 14,,카드소지자 1%할인
4867,장수촌,음식업,충주시,충청북도 충주시 충원대로 56,043-851-9380,카드소지자 5%할인
4868,장안식당,장안식당,충주시,충청북도 충주시 예성로 320(연수동),043-856-3382,카드소지자에 한하여 2% 할인
4869,장연식당,음식업,충주시,충청북도 충주시 봉방9길 9,043-847-4255,카드소지자 5% 할인
4870,장터 순대,요식업,충주시,충청북도 충주시 예성로 87-2(지현동),043-843-2505,카드 소지자 5% 할인
4871,장터왕족발 보쌈,일반음식,충주시,충청북도 충주시 충의동 249번지,043-855-8957,3%
4872,전원마을,음식업,충주시,충청북도 충주시 금제1길 43,043-848-5166,2만원이상 5%할인
4873,전주비빔밥,음식,충주시,충청북도 충주시 금릉동 828,043-854-9432,1%
4874,정가,한식,충주시,충청북도 충주시 거룡2길 62 (용산동),043-848-1715,카드이용시 5% 할인
4875,정관장 용산점,도소매,충주시,충청북도 충주시 남산로 83,043-848-2304,10% 할인(일부품목제외)
4876,정국상회,의류,충주시,충청북도 충주시 충인동 자유시장 28-1,043-842-3277,카드소지자3%
4877,정국상회,의류,충주시,충청북도 충주시 자유시장길 28-1,043-842-3277,5%
4878,정다운부동산,서비스업,충주시,충청북도 충주시 교현동 632-13,043-848-6644,10%할인
4879,제일떡집,떡,충주시,충청북도 충주시 봉방동 무학천변길 100,043-843-6566,카드소지자 3~5%할인
4880,제일민물매운탕,음식,충주시,충청북도 충주시 살미면 내사1길 28,,카드소지자 5%할인
4881,제일안경콘택트→비타민안경,안경점,충주시,충청북도 충주시 번영대로 190,043-843-1001,카드소지자10%할인
4882,제일직물,직물단추,충주시,충청북도 충주시 자유시장길 33,043-845-1718,카드소지자 5%할인
4883,제일현수막광고,광고업,충주시,충청북도 충주시 봉방동 364-13,043-845-4127,5%할인
4884,제주향 연탄구이,한식,충주시,충청북도 충주시 대소원면 첨단쉼터3길 17-5,043-852-3392,카드 소지자 2% 할인 
4885,제천방앗간,제조업,충주시,충청북도 충주시 거룡2길 46,043-844-4407,카드이용시 10% 할인
4886,조마루 감자탕,음식점,충주시,충청북도 충주시 연수동 1393,043-856-3737,카드소지자  5% 할인
4887,조미미 미용실,서비스,충주시,충청북도 충주시 노은면 연하중앙길 36,,컷트비용의 500원 (아동에 한함)
4888,조은운동화빨래방,세탁소,충주시,충청북도 충주시 거룡 13길 18,043-846-1113,카드 소지시 1% 할인
4889,조이건강랜드,목욕업,충주시,충청북도 충주시 교현1동 117번지,043-848-0606,카드소지자 500원
4890,㈜ 예성전기,전기자재,충주시,충청북도 충주시 봉방동 107-2,043-848-8488,3%할인
4891,주덕마트,서비스업,충주시,충청북도 충주시 주덕읍 신덕로 1365,043-851-5548,5% 할인(식자재담배아이스크림쌀술 제외)
4892,주덕병천순대,음식업,충주시,충청북도 충주시 주덕읍 신양1길 15,043-851-5525,5% 할인
4893,주덕성모외과의원,병원,충주시,충청북도 충주시 주덕읍 신양로 120,043-845-0803,비급여 부분에 대한 병원비 10% 할인
4894,주덕시골추어탕,요식업,충주시,충청북도 충주시 주덕읍 시장길 16,043-844-7582,카드소지자 5% 할인
4895,주덕어린이집 ,어린이,충주시,충청북도 충주시 주덕읍 신양로 30,043-851-6603,보육료 5%
4896,주덕장충동왕족발,음식업,충주시,충청북도 충주시 주덕읍 시장길 12,043-846-2656,5% 할인
4897,주덕치과의원,병원,충주시,충청북도 충주시 주덕읍 신덕로 1358,043-846-0505,비급여 부분에 대한 병원비 5% 할인
4898,주식회사 신기획사,광고.인쇄.기념품등,충주시,충청북도 충주시 칠금4길 4,043-855-3904,10%할인
4899,㈜안림홍두깨해물칼국수보쌈,음식점,충주시,충청북도 충주시 안림로 72 1층,043-852-7070,카드소지자 5% 할인
4900,㈜우진건재,도.소매업건축자재외,충주시,충청북도 충주시 국원초5길26(연수동),043-845-8911,카드소지자5%
4901,㈜한두레공동체,한방카페,충주시,충청북도 충주시 사직산19길 20(문화동),043-845-4445,카드소지자 2% 할인
4902,주혜 옹심이 칼국수,음식점,충주시,충청북도 충주시 연수동 512-13,043-843-2077,카드소지자 5% 할인
4903,준하우스,돈까스,충주시,충청북도 충주시 살미면 세성로 50,043-847-7536,카드결제5% 할인 현금결제 10%할인
4904,중부복지용구,복지용구,충주시,충청북도 충주시 중앙로 21,043-847-7536,3%
4905,중앙슈퍼,슈퍼,충주시,충청북도 충주시 행정9길 14,043-853-2923,5% 할인
4906,중앙슈퍼마켙,슈퍼,충주시,충청북도 충주시 충인2길 3,043-847-6839,카드소지자 3%할인
4907,중앙아크릴,도장열쇠,충주시,충청북도 충주시 중앙로 44,043-845-7935,5%
4908,중앙탑오리집,음식업,충주시,충청북도 충주시 중앙탑면 중앙탑길 116-4,043-845-7935,5% 할인
4909,중앙탕할머니 손두부,한식,충주시,충청북도 충주시 중앙탑면 탐정안길9,043-853-2315,카드소지자 5%할인
4910,중원순대,순대,충주시,충청북도 충주시 충의동 101-48,043-847-5375,카드소지자 3%할인
4911,중원양조,제조업,충주시,충청북도 충주시 동량면 동산로 13,043-851-3771,사과주 전제품 10% 할인
4912,중원어린이집,어린이,충주시,충청북도 충주시 주덕읍 풍덕길 36,043-846-0781,보육료 5%
4913,중원전자,가전제품,충주시,충청북도 충주시 충인2길 21,043-842-0445,5%할인
4914,중원점(기능성신발전문점),신발,충주시,충청북도 충주시 문화동 567,043-854-8668,3% 할인
4915,중화요리 첸,중식,충주시,충청북도 충주시 수안보면 수회리로 126,043-842-2004,카드소지자 10%할인
4916,즈려밟고,신발,충주시,충청북도 충주시 충인2길 5,043-847-2265,카드소지자 3%할인
4917,즈려밟고,소매,충주시,충청북도 충주시 충의동 278,043-847-2265,3%
4918,지복식당,음식업,충주시,충청북도 충주시 상방6길 26,043-852-2087,카드이용시 5% 할인
4919,지영상회,의류,충주시,충청북도 충주시 충의동 336,043-847-6546,5%
4920,지현점 머리염색,미용,충주시,충청북도 충주시 지현동 405번지,043-843-2171,5%
4921,지현현대S/P,잡하,충주시,충청북도 충주시 지곡10길 10,043-842-6070,3% 할인
4922,지혜식당,요식업,충주시,충청북도 충주시 빙현천변1길 15 (지현동),043-847-9785,카드소지자 2% 할인
4923,지혜식품,식자재,충주시,충청북도 충주시 앙성면 가곡로 1040,043-855-5749,카드소지자 5%할인
4924,진명건강원,제조업,충주시,충청북도 충주시 거룡6길 36,043-845-6090,카드 소지시 2% 할인
4925,진명건재,건재상사,충주시,충청북도 충주시 호암중앙2로 16,043-855-2300,카드소지자 5% 할인
4926,진미식당,한식,충주시,충청북도 충주시 하풍2길 47,043-843-2331,카드소지자 5% 할인
4927,진보구룡,중국음식,충주시,충청북도 충주시 칠금중앙 1길19(칠금동),043-854-5678,카드소지자 5%할인
4928,진보함바식당,음식,충주시,충청북도 충주시 연수동 1375,043-856-4044,카드소지자에 한하여 5% 할인
4929,진풍가든,음식업,충주시,충청북도 충주시 살미면 세성로 64,043-851-0771,이용금액의 10%
4930,진플라워,생화,충주시,충청북도 충주시 교현동 346-36,,카드소지자에 한하여 5% 할인
4931,질러노래방,서비스업,충주시,충청북도 충주시 대소원면 대학로 24,,카드소지자 5%할인
4932,짬뽕삼겹살,음식점,충주시,충청북도 충주시 살미면 월악로 8,043-851-6656,카드소지자 5%할인
4933,짬뽕생각 목행점,음식업,충주시,충청북도 충주시 행정10길 31,043-910-9294,카드소지자 1%할인
4934,찌개마루,음식점,충주시,충청북도 충주시 용정8길 19,043-845-6618,카드 소지시 1% 할인
4935,차이나,일반음식점,충주시,충청북도 충주시 문화동 2708번지,043-844-2926,다자녀 카드 소지자 한해 군만두 한 접시 무료 증정
4936,차이나 퓨전중화요리,일반음식점 ,충주시,충청북도 충주시 사직로 156,043-844-2926,우대카드 소지자 5% 할인
4937,착한낙지,음식업,충주시,충청북도 충주시 금봉대로 422,043-848-0013,카드소지자 10% 할인
4938,참다래 식당,음식업,충주시,충청북도 충주시 봉방10길 24,043-853-9388,총금액의5%할인
4939,참돈 축산물 직판장,축산물,충주시,충청북도 충주시 행정 13길 1,043-848-2901,카드 2% 할인
4940,찹쌀미친꽈배기,음식,충주시,충청북도 충주시 형설로 106 1층,043-847-7654,카드소지자 3%할인
4941,창대종합상사,건강식품,충주시,충청북도 충주시 국원대로 11,043-853-7875,5%할인
4942,창조미술학원,학원,충주시,충청북도 충주시 주덕읍 시장길 19,043-856-0905,수강료 5% 할인
4943,처가집양념통닭부강점,음식업,충주시,충청북도 충주시 교현2동 부강A 상가,043-843-5163,1마리당 1천원할인
4944,처갓집양념치킨 금가점,일반음식점,충주시,충청북도 충주시 금가면 강수로 335,043-853-9191,카드소지자 5% 할인
4945,처갓집양념치킨이류점,음식업,충주시,충청북도 충주시 대소원면 새터1길 9,043-851-9289,10%할인
4946,천등산청국장,음식,충주시,충청북도 충주시 금릉동 668,043-853-4592,5%할인
4947,천보당안경콘텍트 ,안경 ,충주시,충청북도 충주시 중앙로 45-2,043-847-3388,안경 10%할인 
4948,천용맛집,음식,충주시,충청북도 충주시 금제6길 2-1,043-856-2490,3%
4949,천하닭강정,닭강정,충주시,충청북도 충주시 충인6길 9,043-851-9288,카드소지자 3%할인
4950,청솔식당,음식업(한식),충주시,충청북도 충주시 수안보면 장터3길 18-6,043-846-6373,5% 할인
4951,청아미용실,미용업,충주시,충청북도 충주시 교현2동 교현A 상가 3호,043-845-2414,10%할인
4952,청운식당,한식,충주시,충청북도 충주시 수안보면 물탕2길 2,043-846-2909,3% 할인
4953,청풍명가,음식점,충주시,충청북도 충주시 행정8길 29,043-857-8588,카드소지자 3%할인
4954,청풍방앗간,제조업,충주시,충청북도 충주시 지현동 사직산12길 65,043-844-0721,카드소지자 5%할인
4955,청풍식당,한식,충주시,충청북도 충주시 풍동 하풍1길 4,043-851-5469,식사5% 주류음료제외
4956,초원가든,음식업,충주시,충청북도 충주시 살미면 세성안길 3-32,043-852-0997,현금결제(10% 할인)카드결제(5% 할인)
4957,충북농산유통,양곡,충주시,충청북도 충주시 사직산6길 50,043-843-1520,다자녀 카드 소자자에 한해청결미 20kg 한정 2% 할인
4958,충북철물건재공구,서비스업,충주시,충청북도 충주시 주덕읍 시장길 1,043-846-0640,10% 할인
4959,충인 떡방앗간,정재웅,충주시,충청북도 충주시 충인동263,043-847-4003,카드소지자 5%할인
4960,충인도매마트,식품잡화,충주시,충청북도 충주시 충인3길 26,043-851-1692,카드소지자 5%할인
4961,충인미용실,미용업,충주시,충청북도 충주시 자유시장길 41-1,043-843-7790,3%
4962,충주국기사,명찰상패,충주시,충청북도 충주시 성서동 306번지,043-847-3298,3%
4963,충주기독교서점,도서,충주시,충청북도 충주시 성서1길 30(성서동),043-847-0069,3% ~ 5% 할인
4964,충주닭고기,생닭오리,충주시,충청북도 충주시 충인6길 13,043-842-8914,카드소지자 3%할인
4965,충주미용실,미용업,충주시,충청북도 충주시 자유시장길 19-1,,카드소지자 2%할인
4966,충주버티칼,버티칼브라인드,충주시,충청북도 충주시 문화동 133,043-845-3020,5%할인
4967,충주복떡집,떡,충주시,충청북도 충주시 충인7길 2,043-847-6419,카드소지자 3%할인
4968,충주빵집,제과.제빵,충주시,충청북도 충주시 충인2길 14,043-851-0405,총금액의5%할인
4969,충주솔약국,약국,충주시,충청북도 충주시 중앙로 21(문화동),043-854-0625,카드소지자 약품 5% 할인
4970,충주옛날순대,한식,충주시,충청북도 충주시 대소원면 쇠실로 1030,043-843-4709,카드소지자 5% 할인
